#include "libanogs.so.h"


FUN_002ead7c(uint *param_1,byte *param_2,undefined8 param_3,undefined8 *param_4,char *param_5,
            int *param_6)

{
  ulong uVar1;
  undefined4 uVar2;
  uint uVar3;
  uint uVar4;
  uint uVar5;
  int iVar6;
  FILE *__stream;
  size_t sVar7;
  uint *puVar8;
  undefined4 *puVar9;
  uint uStack_88;
  uint uStack_84;
  uint uStack_80;
  uint uStack_7c;
  long lStack_78;
  char acStack_70 [4];
  char acStack_6c [12];
  
  FUN_002eb0f8(&DAT_0019a8d0,3,acStack_70);
  FUN_002eb0f8(&DAT_0019d4e0,10,acStack_6c);
  puVar8 = (uint *)*param_4;
  lStack_78 = 1;
  uVar3 = (*param_1 & 0xff00ff00) >> 8 | (*param_1 & 0xff00ff) << 8;
  uVar4 = (param_1[1] & 0xff00ff00) >> 8 | (param_1[1] & 0xff00ff) << 8;
  uStack_7c = (uVar3 >> 0x10 | uVar3 << 0x10) ^ *puVar8;
  uVar3 = (param_1[2] & 0xff00ff00) >> 8 | (param_1[2] & 0xff00ff) << 8;
  uStack_84 = (uVar3 >> 0x10 | uVar3 << 0x10) ^ puVar8[2];
  uVar3 = (param_1[3] & 0xff00ff00) >> 8 | (param_1[3] & 0xff00ff) << 8;
  uStack_88 = (uVar3 >> 0x10 | uVar3 << 0x10) ^ puVar8[3];
  uStack_80 = (uVar4 >> 0x10 | uVar4 << 0x10) ^ puVar8[1];
  do {
    uVar1 = (ulong)uStack_7c;
    puVar8 = (uint *)param_4[lStack_78];
    uVar3 = uStack_7c >> 0x10;
    lStack_78 = lStack_78 + 1;
    uVar4 = uStack_7c >> 8;
    uStack_7c = param_6[(ulong)(uStack_88 >> 0x10) & 0xff] ^ param_6[(ulong)(uStack_84 >> 8) & 0xff]
                ^ *(uint *)((long)param_6 + ((ulong)(uStack_7c >> 0x16) & 0x3fc)) ^
                param_6[(ulong)uStack_80 & 0xff] ^ *puVar8;
    uVar5 = uStack_84 >> 0x10;
    uVar3 = param_6[(ulong)uVar3 & 0xff] ^ param_6[(ulong)(uStack_88 >> 8) & 0xff] ^
            *(uint *)((long)param_6 + ((ulong)(uStack_80 >> 0x16) & 0x3fc)) ^
            param_6[(ulong)uStack_84 & 0xff] ^ puVar8[1];
    uStack_84 = param_6[(ulong)(uStack_80 >> 0x10) & 0xff] ^ param_6[(ulong)uVar4 & 0xff] ^
                *(uint *)((long)param_6 + ((ulong)(uStack_84 >> 0x16) & 0x3fc)) ^
                param_6[(ulong)uStack_88 & 0xff] ^ puVar8[2];
    uStack_88 = param_6[(ulong)uVar5 & 0xff] ^ param_6[(ulong)(uStack_80 >> 8) & 0xff] ^
                *(uint *)((long)param_6 + ((ulong)(uStack_88 >> 0x16) & 0x3fc)) ^
                param_6[uVar1 & 0xff] ^ puVar8[3];
    uStack_80 = uVar3;
  } while (lStack_78 != 100);
  if (*param_6 == *(int *)(param_5 + 4)) {
    __stream = fopen((char *)(param_1 + 4),acStack_70);
    if (__stream == (FILE *)0x0) {
      return 0xffffffff;
    }
    iVar6 = feof(__stream);
    while (iVar6 == 0) {
      sVar7 = fread(param_5,1,8,__stream);
      if (((0 < (int)sVar7) && ((sVar7 & 0xffffffff) < 9)) &&
         (iVar6 = strcmp(param_5,acStack_6c), iVar6 == 0)) {
        return 0;
      }
      if (((sVar7 & 0xffffffff) != 8) && (iVar6 = ferror(__stream), iVar6 != 0)) break;
      iVar6 = feof(__stream);
    }
    fclose(__stream);
  }
  puVar9 = (undefined4 *)param_4[100];
  uVar2 = *puVar9;
  *param_2 = (byte)*(undefined4 *)(param_5 + (ulong)(uStack_7c >> 0x18) * 4) ^
             (byte)((uint)uVar2 >> 0x18);
  param_2[1] = (byte)*(undefined4 *)(param_5 + (ulong)(uStack_88 >> 0x10 & 0xff) * 4) ^
               (byte)((uint)uVar2 >> 0x10);
  param_2[2] = (byte)*(undefined4 *)(param_5 + (ulong)(uStack_84 >> 8 & 0xff) * 4) ^
               (byte)((uint)uVar2 >> 8);
  param_2[3] = (byte)*(undefined4 *)(param_5 + (ulong)(uVar3 & 0xff) * 4) ^ (byte)uVar2;
  uVar2 = puVar9[1];
  param_2[4] = (byte)*(undefined4 *)(param_5 + (ulong)(uVar3 >> 0x18) * 4) ^
               (byte)((uint)uVar2 >> 0x18);
  param_2[5] = (byte)*(undefined4 *)(param_5 + (ulong)(uStack_7c >> 0x10 & 0xff) * 4) ^
               (byte)((uint)uVar2 >> 0x10);
  param_2[6] = (byte)*(undefined4 *)(param_5 + (ulong)(uStack_88 >> 8 & 0xff) * 4) ^
               (byte)((uint)uVar2 >> 8);
  param_2[7] = (byte)*(undefined4 *)(param_5 + (ulong)(uStack_84 & 0xff) * 4) ^ (byte)uVar2;
  uVar2 = puVar9[2];
  param_2[8] = (byte)*(undefined4 *)(param_5 + (ulong)(uStack_84 >> 0x18) * 4) ^
               (byte)((uint)uVar2 >> 0x18);
  param_2[9] = (byte)*(undefined4 *)(param_5 + (ulong)(uVar3 >> 0x10 & 0xff) * 4) ^
               (byte)((uint)uVar2 >> 0x10);
  param_2[10] = (byte)*(undefined4 *)(param_5 + (ulong)(uStack_7c >> 8 & 0xff) * 4) ^
                (byte)((uint)uVar2 >> 8);
  param_2[0xb] = (byte)*(undefined4 *)(param_5 + (ulong)(uStack_88 & 0xff) * 4) ^ (byte)uVar2;
  uVar2 = puVar9[3];
  param_2[0xc] = (byte)*(undefined4 *)(param_5 + (ulong)(uStack_88 >> 0x18) * 4) ^
                 (byte)((uint)uVar2 >> 0x18);
  param_2[0xd] = (byte)*(undefined4 *)(param_5 + (ulong)(uStack_84 >> 0x10 & 0xff) * 4) ^
                 (byte)((uint)uVar2 >> 0x10);
  param_2[0xe] = (byte)*(undefined4 *)(param_5 + (ulong)(uVar3 >> 8 & 0xff) * 4) ^
                 (byte)((uint)uVar2 >> 8);
  param_2[0xf] = (byte)*(undefined4 *)(param_5 + (ulong)(uStack_7c & 0xff) * 4) ^ (byte)uVar2;
  return 0;
}



void FUN_002eb0f8(long param_1,uint param_2,long param_3)

{
  byte bVar1;
  undefined4 uStack_8;
  undefined1 uStack_4;
  
  uStack_4 = 0x82;
  for (uStack_8 = 0; uStack_8 < param_2; uStack_8 = uStack_8 + 1) {
    bVar1 = *(byte *)(param_1 + (int)uStack_8) ^ uStack_4;
    uStack_4 = uStack_4 + 1;
    *(byte *)(param_3 + (int)uStack_8) = bVar1;
  }
  return;
}



undefined * FUN_002eb158(void)

{
  return &DAT_0019e16c;
}



undefined8 FUN_002eb164(void)

{
  return 0x3aae7;
}



undefined1  [16] FUN_002eb170(long param_1,byte *param_2,long param_3)

{
  byte bVar1;
  byte bVar2;
  byte bVar3;
  byte bVar4;
  long lVar5;
  undefined8 uVar6;
  long lVar7;
  ulong uVar8;
  undefined1 auVar9 [16];
  
  uVar6 = 0;
  if (param_3 < 4) {
    if (param_3 == 1) {
      lVar5 = (long)param_2 - *(long *)(param_1 + 0x3d8);
      if ((lVar5 < 0) || (*(long *)(param_1 + 0x3e0) <= lVar5)) {
        bVar1 = *param_2;
      }
      else {
        bVar1 = *(byte *)(param_1 + 0x3f0) ^
                *(byte *)(*(long *)(param_1 + 0x3f8) +
                         (ulong)*(byte *)(*(long *)(param_1 + 0x3d0) + lVar5));
      }
      uVar8 = (ulong)bVar1;
      uVar6 = 0;
      goto LAB_002eb3bc;
    }
    uVar8 = 0;
    if (param_3 != 2) goto LAB_002eb3bc;
    lVar5 = (long)param_2 - *(long *)(param_1 + 0x3d8);
    if ((lVar5 < 0) || (*(long *)(param_1 + 0x3e0) <= lVar5)) {
      bVar1 = *param_2;
    }
    else {
      bVar1 = *(byte *)(param_1 + 0x3f0) ^
              *(byte *)(*(long *)(param_1 + 0x3f8) +
                       (ulong)*(byte *)(*(long *)(param_1 + 0x3d0) + lVar5));
    }
    lVar5 = (long)(param_2 + 1) - *(long *)(param_1 + 0x3d8);
    if ((lVar5 < 0) || (*(long *)(param_1 + 0x3e0) <= lVar5)) {
      bVar2 = param_2[1];
    }
    else {
      bVar2 = *(byte *)(param_1 + 0x3f0) ^
              *(byte *)(*(long *)(param_1 + 0x3f8) +
                       (ulong)*(byte *)(*(long *)(param_1 + 0x3d0) + lVar5));
    }
    uVar8 = (ulong)CONCAT11(bVar2,bVar1);
  }
  else {
    if (param_3 == 4) {
      lVar7 = *(long *)(param_1 + 0x3d8);
      lVar5 = (long)param_2 - lVar7;
      if ((lVar5 < 0) || (*(long *)(param_1 + 0x3e0) <= lVar5)) {
        bVar1 = *param_2;
      }
      else {
        bVar1 = *(byte *)(param_1 + 0x3f0) ^
                *(byte *)(*(long *)(param_1 + 0x3f8) +
                         (ulong)*(byte *)(*(long *)(param_1 + 0x3d0) + lVar5));
      }
      lVar5 = (long)(param_2 + 1) - lVar7;
      if ((lVar5 < 0) || (*(long *)(param_1 + 0x3e0) <= lVar5)) {
        bVar2 = param_2[1];
      }
      else {
        bVar2 = *(byte *)(param_1 + 0x3f0) ^
                *(byte *)(*(long *)(param_1 + 0x3f8) +
                         (ulong)*(byte *)(*(long *)(param_1 + 0x3d0) + lVar5));
      }
      lVar5 = (long)(param_2 + 2) - lVar7;
      if ((lVar5 < 0) || (*(long *)(param_1 + 0x3e0) <= lVar5)) {
        bVar3 = param_2[2];
      }
      else {
        bVar3 = *(byte *)(param_1 + 0x3f0) ^
                *(byte *)(*(long *)(param_1 + 0x3f8) +
                         (ulong)*(byte *)(*(long *)(param_1 + 0x3d0) + lVar5));
      }
      lVar7 = (long)(param_2 + 3) - lVar7;
      if ((lVar7 < 0) || (*(long *)(param_1 + 0x3e0) <= lVar7)) {
        bVar4 = param_2[3];
      }
      else {
        bVar4 = *(byte *)(param_1 + 0x3f0) ^
                *(byte *)(*(long *)(param_1 + 0x3f8) +
                         (ulong)*(byte *)(*(long *)(param_1 + 0x3d0) + lVar7));
      }
      uVar6 = 0;
      uVar8 = (ulong)bVar3 << 0x10 | (ulong)bVar4 << 0x18 | (ulong)CONCAT11(bVar2,bVar1);
      goto LAB_002eb3bc;
    }
    if (param_3 != 8) {
      uVar8 = 0;
      if (param_3 == 0x10) {
        uVar8 = FUN_002eb3d0(param_1,param_2);
        uVar6 = FUN_002eb3d0(param_1,param_2 + 8);
      }
      goto LAB_002eb3bc;
    }
    uVar8 = FUN_002eb3d0(param_1,param_2);
  }
  uVar6 = 0;
LAB_002eb3bc:
  auVar9._8_8_ = uVar6;
  auVar9._0_8_ = uVar8;
  return auVar9;
}



void FUN_002eb3d0(long param_1,long param_2)

{
  uint uVar1;
  
  uVar1 = 0x1d;
  if (-1 < param_2 - *(long *)(param_1 + 0x3d8)) {
    uVar1 = 0x1b;
  }
                    // WARNING: Could not recover jumptable at 0x002eb418. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062ff60)[uVar1])();
  return;
}



void FUN_002eba60(long param_1,byte *param_2,long param_3,ulong param_4,ulong param_5)

{
  byte bVar1;
  byte *pbVar2;
  long lVar3;
  byte bVar4;
  
  bVar1 = (byte)(param_4 >> 8);
  bVar4 = (byte)param_4;
  if (param_3 < 4) {
    if (param_3 == 1) {
      lVar3 = (long)param_2 - *(long *)(param_1 + 0x3d8);
      if ((-1 < lVar3) && (lVar3 < *(long *)(param_1 + 0x3e0))) {
        param_4 = (ulong)*(byte *)(*(long *)(param_1 + 0x3f8) +
                                   (ulong)(*(byte *)(param_1 + 0x3f0) ^ bVar4) + 0x100);
        param_2 = (byte *)(*(long *)(param_1 + 0x3d0) + lVar3);
      }
      *param_2 = (byte)param_4;
      return;
    }
    if (param_3 != 2) {
      return;
    }
    lVar3 = (long)param_2 - *(long *)(param_1 + 0x3d8);
    pbVar2 = param_2;
    if ((-1 < lVar3) && (lVar3 < *(long *)(param_1 + 0x3e0))) {
      bVar4 = *(byte *)(*(long *)(param_1 + 0x3f8) + (ulong)(*(byte *)(param_1 + 0x3f0) ^ bVar4) +
                       0x100);
      pbVar2 = (byte *)(*(long *)(param_1 + 0x3d0) + lVar3);
    }
    *pbVar2 = bVar4;
    param_2 = param_2 + 1;
    lVar3 = (long)param_2 - *(long *)(param_1 + 0x3d8);
    if ((lVar3 < 0) || (*(long *)(param_1 + 0x3e0) <= lVar3)) goto LAB_002ebc94;
    bVar1 = *(byte *)(param_1 + 0x3f0) ^ bVar1;
  }
  else {
    if (param_3 != 4) {
      if (param_3 != 8) {
        if (param_3 != 0x10) {
          return;
        }
        FUN_002ebca8(param_1,param_2,param_4);
        param_2 = param_2 + 8;
        param_4 = param_5;
      }
      FUN_002ebca8(param_1,param_2,param_4);
      return;
    }
    lVar3 = (long)param_2 - *(long *)(param_1 + 0x3d8);
    pbVar2 = param_2;
    if ((-1 < lVar3) && (lVar3 < *(long *)(param_1 + 0x3e0))) {
      bVar4 = *(byte *)(*(long *)(param_1 + 0x3f8) + (ulong)(*(byte *)(param_1 + 0x3f0) ^ bVar4) +
                       0x100);
      pbVar2 = (byte *)(*(long *)(param_1 + 0x3d0) + lVar3);
    }
    *pbVar2 = bVar4;
    pbVar2 = param_2 + 1;
    lVar3 = (long)pbVar2 - *(long *)(param_1 + 0x3d8);
    if ((-1 < lVar3) && (lVar3 < *(long *)(param_1 + 0x3e0))) {
      bVar1 = *(byte *)(*(long *)(param_1 + 0x3f8) + (ulong)(*(byte *)(param_1 + 0x3f0) ^ bVar1) +
                       0x100);
      pbVar2 = (byte *)(*(long *)(param_1 + 0x3d0) + lVar3);
    }
    *pbVar2 = bVar1;
    pbVar2 = param_2 + 2;
    bVar4 = (byte)(param_4 >> 0x10);
    bVar1 = (byte)(param_4 >> 0x18);
    lVar3 = (long)pbVar2 - *(long *)(param_1 + 0x3d8);
    if ((-1 < lVar3) && (lVar3 < *(long *)(param_1 + 0x3e0))) {
      bVar4 = *(byte *)(*(long *)(param_1 + 0x3f8) + (ulong)(*(byte *)(param_1 + 0x3f0) ^ bVar4) +
                       0x100);
      pbVar2 = (byte *)(*(long *)(param_1 + 0x3d0) + lVar3);
    }
    *pbVar2 = bVar4;
    param_2 = param_2 + 3;
    lVar3 = (long)param_2 - *(long *)(param_1 + 0x3d8);
    if ((lVar3 < 0) || (*(long *)(param_1 + 0x3e0) <= lVar3)) goto LAB_002ebc94;
    bVar1 = *(byte *)(param_1 + 0x3f0) ^ bVar1;
  }
  bVar1 = *(byte *)(*(long *)(param_1 + 0x3f8) + (ulong)bVar1 + 0x100);
  param_2 = (byte *)(*(long *)(param_1 + 0x3d0) + lVar3);
LAB_002ebc94:
  *param_2 = bVar1;
  return;
}



void FUN_002ebca8(long param_1,long param_2)

{
  uint uVar1;
  
  uVar1 = 5;
  if (-1 < param_2 - *(long *)(param_1 + 0x3d8)) {
    uVar1 = 0x17;
  }
                    // WARNING: Could not recover jumptable at 0x002ebcfc. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_00630070)[uVar1])();
  return;
}



void thunk_FUN_002de7b8(uint param_1,long param_2)

{
  uint uVar1;
  
  *(undefined4 *)(param_2 + 0x120) = 1;
  uVar1 = 0x13;
  if ((param_1 & 0xa000000) != 0x8000000) {
    uVar1 = 9;
  }
                    // WARNING: Could not recover jumptable at 0x002de81c. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062eb10)[uVar1])();
  return;
}



ulong FUN_002ec1a4(void)

{
  undefined8 uVar1;
  long lVar2;
  ulong uVar3;
  
  uVar1 = FUN_003d6d3c();
  lVar2 = FUN_005f237c();
  FUN_003d7434(uVar1);
  uVar3 = FUN_00337a30();
  return uVar3 & 0xffffffff | lVar2 << 0x20;
}



void FUN_002ec1e0(undefined8 param_1,long param_2)

{
  uint uVar1;
  undefined1 auStack_6a8 [1648];
  undefined4 uStack_38;
  undefined4 uStack_34;
  
  memset(auStack_6a8,0,0x670);
  FUN_002ec1a4();
  uVar1 = 6;
  if (param_2 != 0) {
    uVar1 = 5;
  }
  uStack_38 = 0x37772d7b;
  uStack_34 = 0x37772d7e;
                    // WARNING: Could not recover jumptable at 0x002ec26c. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_00630140)[uVar1])();
  return;
}



void FUN_002ec3b8(int param_1,char *param_2,ulong param_3)

{
  undefined8 uVar1;
  long lVar2;
  long *plVar3;
  undefined1 auStack_6d8 [24];
  undefined8 uStack_6c0;
  ulong uStack_6b8;
  undefined8 uStack_6b0;
  ulong uStack_6a8;
  undefined1 auStack_6a0 [488];
  undefined4 uStack_4b8;
  undefined1 auStack_4b4 [1156];
  
  memset(auStack_6a0,0,0x670);
  uStack_6b8 = (ulong)(param_1 != 0);
  uStack_6c0 = 0x300002329;
  uStack_6b0 = FUN_002ec1a4();
  uStack_6a8 = param_3 & 1;
  if ((param_2 != (char *)0x0) && (*param_2 != '\0')) {
    uStack_4b8 = 1;
    FUN_005b1570(auStack_4b4,param_2,0x40);
  }
  FUN_002f3698(&uStack_6c0);
  uVar1 = FUN_005af160();
  lVar2 = FUN_005af4b0(uVar1,0x6e8,0,0);
  if (lVar2 != 0) {
    FUN_005b00e4(auStack_6d8);
    FUN_005b0174(auStack_6d8,lVar2,0x6e8);
    FUN_002f30d4(&uStack_6c0,lVar2);
    if (*(int *)(lVar2 + 4) != 0) {
      plVar3 = (long *)FUN_002f6c88();
      (**(code **)(*plVar3 + 0xe0))(plVar3,&uStack_6c0,lVar2);
      FUN_005b00f0(auStack_6d8);
      return;
    }
    FUN_005b00f0(auStack_6d8);
  }
  plVar3 = (long *)FUN_002f6c88();
  (**(code **)(*plVar3 + 0xd8))(plVar3,&uStack_6c0);
  return;
}



void FUN_002ec4dc(long param_1)

{
  uint uVar1;
  
  uVar1 = 8;
  if (param_1 != 0) {
    uVar1 = 4;
  }
                    // WARNING: Could not recover jumptable at 0x002ec530. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_00630190)[uVar1])();
  return;
}



void FUN_002ec6e4(undefined8 param_1,undefined8 param_2,uint param_3,uint param_4,uint param_5,
                 undefined8 param_6,undefined8 param_7)

{
  undefined8 uVar1;
  long lVar2;
  long *plVar3;
  undefined1 auStack_708 [24];
  undefined8 uStack_6f0;
  undefined8 uStack_6e8;
  undefined8 uStack_6e0;
  ulong uStack_6d8;
  ulong uStack_6d0;
  ulong uStack_6c8;
  undefined8 uStack_6c0;
  undefined1 auStack_6b8 [464];
  undefined4 uStack_4e8;
  undefined1 auStack_4e4 [128];
  undefined1 auStack_464 [1028];
  
  memset(auStack_6b8,0,0x658);
  uStack_6f0 = 0x600002332;
  uStack_6e8 = FUN_002ec1a4();
  uStack_6d8 = (ulong)param_3;
  uStack_6d0 = (ulong)param_4;
  uStack_6c8 = (ulong)param_5;
  uStack_4e8 = 1;
  uStack_6e0 = param_2;
  uStack_6c0 = param_6;
  FUN_005b1238(auStack_4e4,param_1,0x40);
  FUN_005b1570(auStack_464,param_7,0x400);
  FUN_002f3698(&uStack_6f0);
  uVar1 = FUN_005af160();
  lVar2 = FUN_005af4b0(uVar1,0x6e8,0,0);
  if (lVar2 != 0) {
    FUN_005b00e4(auStack_708);
    FUN_005b0174(auStack_708,lVar2,0x6e8);
    FUN_002f30d4(&uStack_6f0,lVar2);
    if (*(int *)(lVar2 + 4) != 0) {
      plVar3 = (long *)FUN_002f6c88();
      (**(code **)(*plVar3 + 0xe0))(plVar3,&uStack_6f0,lVar2);
      FUN_005b00f0(auStack_708);
      return;
    }
    FUN_005b00f0(auStack_708);
  }
  plVar3 = (long *)FUN_002f6c88();
  (**(code **)(*plVar3 + 0xd8))(plVar3,&uStack_6f0);
  return;
}



void FUN_002ec834(int param_1,int param_2,int param_3,int param_4,undefined *param_5)

{
  uint uVar1;
  undefined *puVar2;
  undefined8 uVar3;
  long lVar4;
  undefined8 uStack_6e0;
  undefined8 uStack_6d8;
  long lStack_6d0;
  long lStack_6c8;
  long lStack_6c0;
  undefined1 auStack_6b8 [480];
  undefined4 uStack_4d8;
  undefined1 auStack_4d4 [1156];
  
  puVar2 = &DAT_00196eff;
  if (param_5 != (undefined *)0x0) {
    puVar2 = param_5;
  }
  memset(auStack_6b8,0,0x668);
  lStack_6d0 = (long)param_2;
  uStack_6d8 = 1;
  if (param_1 == 0) {
    uStack_6d8 = 2;
  }
  lStack_6c8 = (long)param_3;
  lStack_6c0 = (long)param_4;
  uStack_6e0 = 0x400002333;
  uStack_4d8 = 1;
  FUN_005b1570(auStack_4d4,puVar2,0x40);
  FUN_002f3698(&uStack_6e0);
  uVar3 = FUN_005af160();
  lVar4 = FUN_005af4b0(uVar3,0x6e8,0,0);
  uVar1 = 1;
  if (lVar4 != 0) {
    uVar1 = 4;
  }
                    // WARNING: Could not recover jumptable at 0x002ec918. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_006301e0)[uVar1])();
  return;
}



void FUN_002ec9c8(int param_1)

{
  undefined8 uVar1;
  long lVar2;
  long *plVar3;
  undefined1 auStack_6c8 [24];
  undefined8 uStack_6b0;
  undefined8 uStack_6a8;
  long lStack_6a0;
  undefined8 uStack_698;
